chr	promoter_start	promoter_end	strand	ensembl_gene_id
2	136743470	136744670	-	ENSG00000115866
2	136741746	136742946	+	ENSG00000231890
2	136875535	136876735	-	ENSG00000121966
2	137300941	137302141	+	ENSG00000216081
2	137301282	137302482	+	ENSG00000229568
2	137402562	137403762	-	ENSG00000221762
2	137522115	137523315	+	ENSG00000144229
2	138720590	138721790	+	ENSG00000150540
2	139258371	139259571	+	ENSG00000144228
2	139259068	139260268	-	ENSG00000228043
2	139537718	139538918	-	ENSG00000144227
2	140267994	140269194	+	ENSG00000206901
2	140583261	140584461	+	ENSG00000221074
2	140583246	140584446	-	ENSG00000223554
2	141924726	141925926	-	ENSG00000252015
2	142889070	142890270	-	ENSG00000168702
2	143070377	143071577	-	ENSG00000239131
2	143634067	143635267	+	ENSG00000115919
2	143763160	143764360	-	ENSG00000221169
2	143847931	143849131	+	ENSG00000075884
2	143851533	143852733	-	ENSG00000224288
2	143850802	143852002	+	ENSG00000226839
2	143929541	143930741	-	ENSG00000257284
2	144238158	144239358	-	ENSG00000228655
2	144329474	144330674	-	ENSG00000257640
2	144355371	144356571	-	ENSG00000258268
2	144413548	144414748	-	ENSG00000231758
2	144498663	144499863	-	ENSG00000257277
2	144533442	144534642	-	ENSG00000257226
2	144693640	144694840	+	ENSG00000232377
2	145089935	145091135	-	ENSG00000121964
2	145281947	145283147	-	ENSG00000169554
2	145274664	145275864	+	ENSG00000238057
2	146093798	146094998	+	ENSG00000214064
2	146091638	146092838	+	ENSG00000253036
2	146901724	146902924	+	ENSG00000251905
2	148080539	148081739	+	ENSG00000238860
2	148164910	148166110	+	ENSG00000207225
2	148252908	148254108	-	ENSG00000202074
2	148601086	148602286	+	ENSG00000121989
2	148633991	148635191	+	ENSG00000212389
2	148660325	148661525	-	ENSG00000223911
2	148778947	148780147	-	ENSG00000115947
2	148777580	148778780	+	ENSG00000204406
2	149401009	149402209	+	ENSG00000135999
2	149583204	149584404	-	ENSG00000222126
2	149631819	149633019	+	ENSG00000168280
2	149630166	149631366	-	ENSG00000226340
2	149627750	149628950	-	ENSG00000228848
2	149646151	149647351	-	ENSG00000231079
2	149648447	149649647	+	ENSG00000263656
2	149893621	149894821	+	ENSG00000150556
2	150185499	150186699	+	ENSG00000187123
2	150442710	150443910	+	ENSG00000231969
2	150444130	150445330	-	ENSG00000168288
2	150467088	150468288	-	ENSG00000207270
2	151395325	151396525	-	ENSG00000115963
2	151838020	151839220	+	ENSG00000228064
2	151905088	151906288	-	ENSG00000222031
2	152118193	152119393	-	ENSG00000184898
2	152146371	152147571	-	ENSG00000123609
2	152213106	152214306	+	ENSG00000123610
2	152590801	152592001	-	ENSG00000183091
2	152684806	152686006	-	ENSG00000162980
2	152955393	152956593	-	ENSG00000182389
2	152953842	152955042	+	ENSG00000225214
2	153032306	153033506	-	ENSG00000115145
2	153190751	153191951	+	ENSG00000157827
2	153573407	153574607	+	ENSG00000177917
2	153574311	153575511	-	ENSG00000196504
2	154303197	154304397	-	ENSG00000200377
2	154449601	154450801	-	ENSG00000227400
2	154335122	154336322	-	ENSG00000177519
2	154727426	154728626	+	ENSG00000144278
2	155313750	155314950	-	ENSG00000224675
2	155553811	155555011	+	ENSG00000162989
2	155554129	155555329	-	ENSG00000235949
2	155945850	155947050	-	ENSG00000223197
2	156185933	156187133	+	ENSG00000206718
2	157198660	157199860	-	ENSG00000153234
2	157266558	157267758	-	ENSG00000238543
2	157277707	157278907	+	ENSG00000238481
2	157290802	157292002	+	ENSG00000115159
2	158113110	158114310	+	ENSG00000136542
2	158184025	158185225	-	ENSG00000136541
2	158297062	158298262	+	ENSG00000216054
2	158345273	158346473	-	ENSG00000115165
2	158485317	158486517	-	ENSG00000123612
2	158711658	158712858	-	ENSG00000215934
2	158732214	158733414	+	ENSG00000007001
2	158732174	158733374	-	ENSG00000115170
2	158768284	158769484	+	ENSG00000251980
2	158842206	158843406	-	ENSG00000212410
2	159022162	159023362	+	ENSG00000227480
2	159312476	159313676	+	ENSG00000144283
2	159313065	159314265	-	ENSG00000153237
2	159303773	159304973	-	ENSG00000243723
2	159389712	159390912	+	ENSG00000251721
2	159591314	159592514	-	ENSG00000204380
2	159650829	159652029	+	ENSG00000163331
2	159792297	159793497	-	ENSG00000222300
2	159824146	159825346	+	ENSG00000115183
2	159883454	159884654	-	ENSG00000202029
2	160143110	160144310	-	ENSG00000196151
2	160241878	160243078	+	ENSG00000223642
2	160473003	160474203	-	ENSG00000123636
2	160470807	160472007	+	ENSG00000224152
2	160568000	160569200	+	ENSG00000136536
2	160568746	160569946	-	ENSG00000226266
2	160654553	160655753	-	ENSG00000241399
2	160761060	160762260	-	ENSG00000054219
2	160761021	160762221	-	ENSG00000248672
2	160918921	160920121	-	ENSG00000153246
2	161128199	161129399	-	ENSG00000115221
2	161350105	161351305	-	ENSG00000153250
2	161992419	161993619	+	ENSG00000136560
2	162016535	162017735	-	ENSG00000224467
2	162110979	162112179	-	ENSG00000235724
2	162163549	162164749	+	ENSG00000115233
2	162206671	162207871	-	ENSG00000221590
2	162271605	162272805	+	ENSG00000136535
2	162279843	162281043	+	ENSG00000144290
2	162279888	162281088	-	ENSG00000224076
2	162279526	162280726	+	ENSG00000251621
2	162414054	162415254	+	ENSG00000238570
2	162774292	162775492	+	ENSG00000253046
2	162930852	162932052	-	ENSG00000197635
2	162928766	162929966	+	ENSG00000230918
2	163008714	163009914	-	ENSG00000115263
2	163015272	163016472	+	ENSG00000236841
2	163101461	163102661	-	ENSG00000078098
2	163175013	163176213	-	ENSG00000115267
2	163174350	163175550	+	ENSG00000115271
2	163624446	163625646	+	ENSG00000237750
2	163695040	163696240	-	ENSG00000184611
2	164144505	164145705	+	ENSG00000200902
2	164592322	164593522	-	ENSG00000182263
2	165478158	165479358	-	ENSG00000115290
2	165544087	165545287	-	ENSG00000206869
2	165543906	165545106	-	ENSG00000224331
2	165699989	165701189	-	ENSG00000082438
2	165696259	165697459	+	ENSG00000233255
2	165811835	165813035	-	ENSG00000169507
2	166060377	166061577	-	ENSG00000153253
2	166094912	166096112	+	ENSG00000136531
2	166325157	166326357	+	ENSG00000178662
2	166650992	166652192	-	ENSG00000115339
2	166650361	166651561	+	ENSG00000235192
2	166789367	166790567	+	ENSG00000224490
2	166810153	166811353	-	ENSG00000123607
2	166812909	166814109	+	ENSG00000236107
2	166984323	166985523	-	ENSG00000144285
2	167214240	167215440	+	ENSG00000238662
2	167232303	167233503	-	ENSG00000169432
2	167350557	167351757	-	ENSG00000136546
2	167743997	167745197	+	ENSG00000163092
2	167746194	167747394	-	ENSG00000225182
2	167997265	167998465	-	ENSG00000254552
2	168487851	168489051	-	ENSG00000238357
2	168674182	168675382	+	ENSG00000172318
2	168797454	168798654	-	ENSG00000235335
2	169104451	169105651	-	ENSG00000198648
2	169311372	169312572	+	ENSG00000172292
2	169462806	169464006	-	ENSG00000199348
2	169642049	169643249	+	ENSG00000163072
2	169643271	169644471	-	ENSG00000227617
2	169756750	169757950	+	ENSG00000152254
2	169769681	169770881	-	ENSG00000152253
2	169887632	169888832	-	ENSG00000073734
2	169920299	169921499	+	ENSG00000073737
2	169956253	169957453	+	ENSG00000235321
2	170218995	170220195	-	ENSG00000081479
2	170334688	170335888	+	ENSG00000163093
2	170334990	170336190	+	ENSG00000251569
2	170365212	170366412	+	ENSG00000239474
2	170430185	170431385	-	ENSG00000138399
2	170434056	170435256	-	ENSG00000229827
2	170439850	170441050	+	ENSG00000138398
2	170549975	170551175	+	ENSG00000144362
2	170550743	170551943	-	ENSG00000154479
2	170549998	170551198	+	ENSG00000213160
2	170583382	170584582	+	ENSG00000206961
2	170647443	170648643	+	ENSG00000138385
2	170645603	170646803	+	ENSG00000214369
2	170681241	170682441	-	ENSG00000138382
2	170671789	170672989	+	ENSG00000252981
2	170682968	170684168	+	ENSG00000144357
2	171033655	171034855	+	ENSG00000071909
2	171207428	171208628	-	ENSG00000231898
2	171570861	171572061	+	ENSG00000204335
2	171570877	171572077	-	ENSG00000222033
2	171639296	171640496	+	ENSG00000204334
2	171638677	171639877	+	ENSG00000222509
2	171668723	171669923	+	ENSG00000128683
2	171674347	171675547	-	ENSG00000235934
2	171783974	171785174	+	ENSG00000115806
2	172001840	172003040	+	ENSG00000238567
2	172087624	172088824	-	ENSG00000198586
2	172289727	172290927	+	ENSG00000115827
2	172291112	172292312	-	ENSG00000123600
2	172377757	172378957	+	ENSG00000071967
2	172542919	172544119	+	ENSG00000077380
2	172628992	172630192	+	ENSG00000228389
2	172712980	172714180	-	ENSG00000252779
2	172777958	172779158	+	ENSG00000128708
2	172864566	172865766	-	ENSG00000115840
2	172863490	172864690	+	ENSG00000172878
2	172948468	172949668	+	ENSG00000144355
2	172967428	172968628	-	ENSG00000115844
2	172966734	172967934	+	ENSG00000236651
2	173020648	173021848	-	ENSG00000238572
2	173291082	173292282	+	ENSG00000091409
2	173293131	173294331	-	ENSG00000226963
2	173330550	173331750	-	ENSG00000232788
2	173419101	173420301	+	ENSG00000152256
2	173421124	173422324	-	ENSG00000225205
2	173555027	173556227	+	ENSG00000239041
2	173599002	173600202	+	ENSG00000091428
2	173600734	173601934	-	ENSG00000228016
2	173939163	173940363	+	ENSG00000091436
2	174218548	174219748	+	ENSG00000144354
2	174220736	174221936	-	ENSG00000236391
2	174830230	174831430	-	ENSG00000172845
2	174832079	174833279	+	ENSG00000271151
2	175113226	175114426	-	ENSG00000138430
2	175198674	175199874	+	ENSG00000217236
2	175201951	175203151	-	ENSG00000268241
2	175260243	175261443	-	ENSG00000138433
2	175259458	175260658	+	ENSG00000144306
2	175351622	175352822	-	ENSG00000163328
2	175351117	175352317	+	ENSG00000226853
2	175422600	175423800	-	ENSG00000206965
2	175547444	175548644	-	ENSG00000115935
2	175438955	175440155	+	ENSG00000237798
2	175629000	175630200	-	ENSG00000138435
2	175869897	175871097	-	ENSG00000128656
2	175885942	175887142	+	ENSG00000212167
2	175893497	175894697	+	ENSG00000199827
2	175898720	175899920	-	ENSG00000227187
2	176032910	176034110	-	ENSG00000115966
2	176032237	176033437	-	ENSG00000215973
2	176031632	176032832	+	ENSG00000229750
2	176049135	176050335	-	ENSG00000154518
2	176041118	176042318	-	ENSG00000200121
2	176047943	176049143	+	ENSG00000233131
2	176194101	176195301	+	ENSG00000221347
2	176770030	176771230	-	ENSG00000229779
2	176761064	176762264	+	ENSG00000235047
2	176867367	176868567	-	ENSG00000144320
2	176948441	176949641	-	ENSG00000174279
2	176956619	176957819	+	ENSG00000128714
2	176963458	176964658	+	ENSG00000170178
2	176967944	176969144	+	ENSG00000128713
2	176972518	176973718	+	ENSG00000128710
2	176972371	176973571	+	ENSG00000216193
2	176986088	176987288	+	ENSG00000128709
2	176993422	176994622	+	ENSG00000175879
2	177000340	177001540	+	ENSG00000128652
2	177001626	177002826	-	ENSG00000237380
2	177014031	177015231	+	ENSG00000207744
2	177014950	177016150	+	ENSG00000170166
2	177052307	177053507	+	ENSG00000128645
2	177053486	177054686	-	ENSG00000224189
2	177133123	177134323	+	ENSG00000128654
2	177248104	177249304	-	ENSG00000221304
2	177246860	177248060	-	ENSG00000265186
2	177502459	177503659	-	ENSG00000163364
2	177501438	177502638	+	ENSG00000224577
2	177528404	177529604	+	ENSG00000252027
2	177794618	177795818	-	ENSG00000206866
2	178076291	178077491	+	ENSG00000170144
2	178077190	178078390	-	ENSG00000229337
2	178076454	178077654	+	ENSG00000263721
2	178257225	178258425	-	ENSG00000116044
2	178128087	178129287	+	ENSG00000222043
2	178210489	178211689	-	ENSG00000238295
2	178256372	178257572	+	ENSG00000018510
2	178257219	178258419	-	ENSG00000213963
2	178417542	178418742	-	ENSG00000196659
2	178483494	178484694	-	ENSG00000197557
2	178562157	178563357	+	ENSG00000229941
2	178902629	178903829	+	ENSG00000206788
2	178972866	178974066	-	ENSG00000128655
2	178976151	178977351	+	ENSG00000155636
2	179006275	179007475	+	ENSG00000223096
2	179058208	179059408	+	ENSG00000079156
2	179316039	179317239	-	ENSG00000180228
2	179315163	179316363	+	ENSG00000204311
2	179343127	179344327	-	ENSG00000079150
2	179344195	179345395	+	ENSG00000116095
2	179384910	179386110	+	ENSG00000237298
2	179695329	179696529	-	ENSG00000155657
2	179695976	179697176	-	ENSG00000238542
2	179887905	179889105	-	ENSG00000252000
2	179914613	179915813	-	ENSG00000163492
2	180129317	180130517	-	ENSG00000187231
2	179990164	179991364	-	ENSG00000238339
2	180726032	180727232	-	ENSG00000144331
2	180725435	180726635	-	ENSG00000221240
2	180799065	180800265	-	ENSG00000202216
2	180871640	180872840	-	ENSG00000163510
2	181830975	181832175	+	ENSG00000170035
2	181844617	181845817	-	ENSG00000236153
2	182320929	182322129	+	ENSG00000115232
2	182545403	182546603	-	ENSG00000162992
2	182545192	182546392	-	ENSG00000188452
2	182546840	182548040	+	ENSG00000234595
2	182602333	182603533	+	ENSG00000221023
2	182755560	182756760	+	ENSG00000138434
2	182756190	182757390	-	ENSG00000260742
2	182817968	182819168	+	ENSG00000150722
2	183387719	183388919	-	ENSG00000115252
2	183579999	183581199	+	ENSG00000077232
2	183731690	183732890	-	ENSG00000162998
2	183737569	183738769	+	ENSG00000207178
2	183903386	183904586	-	ENSG00000061676
2	183928874	183930074	-	ENSG00000221498
2	183942287	183943487	+	ENSG00000162999
2	183973047	183974247	-	ENSG00000224643
2	183981241	183982441	+	ENSG00000163002
2	184813963	184815163	-	ENSG00000238306
2	185462093	185463293	+	ENSG00000170396
2	186525501	186526701	+	ENSG00000212581
2	186602355	186603555	+	ENSG00000188738
2	186605006	186606206	-	ENSG00000226747
2	186664678	186665878	-	ENSG00000231646
2	187349883	187351083	+	ENSG00000065548
2	187353610	187354810	-	ENSG00000224323
2	187360840	187362040	+	ENSG00000213953
2	187453792	187454992	+	ENSG00000138448
2	187557698	187558898	+	ENSG00000144369
2	187559814	187561014	-	ENSG00000227227
2	187713735	187714935	-	ENSG00000163012
2	188135331	188136531	-	ENSG00000199626
2	188312987	188314187	-	ENSG00000064989
2	188430287	188431487	-	ENSG00000003436
2	189155396	189156596	+	ENSG00000144366
2	189152218	189153418	-	ENSG00000231689
2	189161219	189162419	+	ENSG00000207951
2	189654631	189655831	-	ENSG00000174325
2	189838046	189839246	+	ENSG00000168542
2	189841818	189843018	+	ENSG00000221502
2	189958789	189959989	+	ENSG00000228073
2	190044405	190045605	-	ENSG00000204262
2	190305159	190306359	+	ENSG00000115368
2	190448284	190449484	-	ENSG00000138449
2	190525111	190526311	+	ENSG00000138381
2	190538016	190539216	+	ENSG00000151687
2	190627753	190628953	-	ENSG00000128694
2	190626430	190627630	+	ENSG00000253559
2	190628982	190630182	-	ENSG00000273240
2	190642957	190644157	-	ENSG00000231145
2	190648897	190650097	-	ENSG00000128699
2	190648107	190649307	+	ENSG00000064933
2	190743335	190744535	+	ENSG00000187699
2	190927255	190928455	-	ENSG00000138379
2	191207196	191208396	+	ENSG00000151689
2	191208719	191209919	-	ENSG00000198130
2	191272081	191273281	+	ENSG00000151690
2	191399248	191400448	-	ENSG00000189362
2	191398581	191399781	+	ENSG00000233654
2	191510472	191511672	+	ENSG00000138386
2	191573242	191574442	-	ENSG00000228509
2	191744553	191745753	+	ENSG00000115419
2	191746585	191747785	-	ENSG00000235852
2	191885486	191886686	-	ENSG00000115415
2	191881680	191882880	+	ENSG00000230686
2	191885252	191886452	+	ENSG00000231858
2	191985676	191986876	+	ENSG00000207402
2	192016122	192017322	-	ENSG00000138378
2	192108911	192110111	+	ENSG00000128641
2	192110698	192111898	-	ENSG00000227542
2	192234664	192235864	+	ENSG00000252130
2	192541794	192542994	+	ENSG00000173559
2	192657151	192658351	+	ENSG00000225884
2	192711781	192712981	-	ENSG00000168497
2	192710265	192711465	+	ENSG00000233766
2	193060235	193061435	-	ENSG00000144339
2	195528698	195529898	-	ENSG00000252517
2	196377760	196378960	+	ENSG00000202206
2	196439701	196440901	+	ENSG00000196950
2	196534998	196536198	-	ENSG00000201813
2	196933336	196934536	-	ENSG00000118997
2	196928487	196929687	-	ENSG00000227878
2	197041027	197042227	-	ENSG00000081320
2	197079846	197081046	-	ENSG00000239161
2	197458216	197459416	-	ENSG00000138411
2	197503278	197504478	+	ENSG00000144395
2	197664249	197665449	-	ENSG00000119041
2	197674800	197676000	-	ENSG00000187944
2	197792320	197793520	-	ENSG00000197121
2	198175697	198176897	-	ENSG00000065413
2	198061715	198062915	+	ENSG00000231621
2	198175117	198176317	+	ENSG00000225979
2	198299615	198300815	-	ENSG00000115524
2	198268442	198269642	+	ENSG00000202434
2	198311469	198312669	+	ENSG00000206836
2	198363718	198364918	+	ENSG00000115541
2	198381261	198382461	-	ENSG00000144381
2	198364137	198365337	+	ENSG00000270757
2	198379295	198380495	+	ENSG00000115540
2	198540569	198541769	-	ENSG00000162944
2	198569087	198570287	+	ENSG00000247626
2	198651286	198652486	-	ENSG00000152430
2	198668426	198669626	+	ENSG00000115896
2	200054782	200055982	+	ENSG00000238698
2	200335789	200336989	-	ENSG00000119042
2	200189033	200190233	+	ENSG00000257045
2	200774979	200776179	+	ENSG00000178074
2	200775682	200776882	-	ENSG00000232732
2	200820259	200821459	-	ENSG00000162971
2	200819040	200820240	+	ENSG00000162972
2	201169604	201170804	+	ENSG00000196141
2	201384307	201385507	-	ENSG00000155729
2	201373731	201374931	+	ENSG00000163535
2	201449591	201450791	+	ENSG00000138356
2	201639307	201640507	+	ENSG00000201737
2	201674317	201675517	+	ENSG00000082153
2	201676693	201677893	-	ENSG00000230408
2	201707822	201709022	-	ENSG00000221530
2	201707963	201709163	+	ENSG00000224346
2	201729222	201730422	-	ENSG00000013441
2	201753050	201754250	+	ENSG00000196290
2	201746344	201747544	-	ENSG00000201499
2	201753826	201755026	-	ENSG00000240344
2	201762743	201763943	+	ENSG00000252916
2	201828203	201829403	-	ENSG00000115942
2	201826986	201828186	+	ENSG00000183308
2	201935156	201936356	+	ENSG00000119013
2	201936194	201937394	-	ENSG00000155744
2	201943565	201944765	+	ENSG00000252148
2	201979827	201981027	+	ENSG00000003402
2	202022346	202023546	-	ENSG00000226312
2	202046604	202047804	+	ENSG00000003400
2	202097166	202098366	+	ENSG00000064012
2	202221921	202223121	-	ENSG00000155749
2	202251581	202252781	+	ENSG00000082146
2	202316102	202317302	-	ENSG00000115993
2	202483701	202484901	-	ENSG00000155754
2	202508093	202509293	-	ENSG00000155755
2	202487953	202489153	-	ENSG00000241790
2	202510439	202511639	+	ENSG00000222972
2	202563217	202564417	-	ENSG00000082126
2	202645712	202646912	-	ENSG00000003393
2	202654184	202655384	+	ENSG00000138395
2	202704852	202706052	+	ENSG00000221374
2	202791162	202792362	+	ENSG00000212184
2	202817859	202819059	-	ENSG00000221489
2	202898310	202899510	+	ENSG00000155760
2	202898060	202899260	-	ENSG00000273209
2	202936978	202938178	+	ENSG00000182329
2	202945598	202946798	+	ENSG00000238770
2	202981581	202982781	-	ENSG00000222035
2	203103131	203104331	-	ENSG00000116030
2	203103292	203104492	+	ENSG00000267889
2	203129439	203130639	+	ENSG00000055044
2	203140154	203141354	+	ENSG00000212534
2	203141831	203143031	+	ENSG00000212309
2	203156772	203157972	+	ENSG00000238317
2	203155055	203156255	+	ENSG00000271852
2	203240659	203241859	+	ENSG00000204217
2	203240127	203241327	-	ENSG00000273456
2	203498901	203500101	+	ENSG00000138439
2	203879321	203880521	-	ENSG00000138442
2	203736508	203737708	-	ENSG00000163596
2	203775937	203777137	+	ENSG00000138380
2	203878602	203879802	+	ENSG00000144426
2	203916941	203918141	-	ENSG00000202059
2	204102663	204103863	+	ENSG00000119004
2	204399933	204401133	-	ENSG00000173166
2	204570198	204571398	+	ENSG00000178562
2	204629321	204630521	-	ENSG00000211573
2	204630116	204631316	-	ENSG00000224791
2	204645760	204646960	+	ENSG00000206970
2	204731509	204732709	+	ENSG00000163599
2	204800471	204801671	+	ENSG00000163600
2	205409516	205410716	+	ENSG00000116117
2	206545714	206546914	+	ENSG00000118257
2	206628530	206629730	-	ENSG00000225216
2	206853309	206854509	+	ENSG00000225610
2	206950827	206952027	-	ENSG00000114933
2	206948329	206949529	+	ENSG00000227946
2	206979271	206980471	+	ENSG00000231955
2	206981024	206982224	-	ENSG00000237580
2	207024127	207025327	-	ENSG00000023228
2	207023309	207024509	+	ENSG00000114942
2	207025602	207026802	+	ENSG00000207047
2	207025952	207027152	+	ENSG00000207406
2	207082571	207083771	-	ENSG00000183671
2	207085039	207086239	+	ENSG00000222496
2	207138387	207139587	+	ENSG00000204186
2	207307263	207308463	+	ENSG00000114948
2	207474336	207475536	-	ENSG00000228577
2	207503797	207504997	+	ENSG00000231653
2	207506142	207507342	+	ENSG00000235118
2	207582920	207584120	-	ENSG00000232125
2	207629081	207630281	+	ENSG00000118246
2	207630071	207631271	-	ENSG00000138400
2	207803278	207804478	+	ENSG00000144410
2	207974597	207975797	-	ENSG00000253008
2	208031791	208032991	-	ENSG00000118263
2	208133948	208135148	-	ENSG00000221628
2	208393461	208394661	+	ENSG00000118260
2	208394319	208395519	-	ENSG00000223725
2	208490452	208491652	-	ENSG00000144401
2	208545163	208546363	-	ENSG00000199251
2	208551684	208552884	+	ENSG00000200764
2	208545314	208546514	+	ENSG00000213082
2	208575264	208576464	+	ENSG00000163249
2	208634087	208635287	-	ENSG00000163251
2	208890084	208891284	-	ENSG00000178385
2	208884265	208885465	-	ENSG00000212246
2	208938686	208939886	-	ENSG00000238582
2	208989025	208990225	-	ENSG00000118231
2	208994354	208995554	-	ENSG00000163254
2	209010692	209011892	-	ENSG00000182187
2	209028100	209029300	-	ENSG00000168582
2	209130598	209131798	-	ENSG00000138413
2	209118971	209120171	+	ENSG00000231908
2	209129991	209131191	+	ENSG00000115020
2	209134481	209135681	-	ENSG00000228380
2	209223438	209224638	+	ENSG00000144407
2	209225894	209227094	-	ENSG00000213081
2	210287782	210288982	+	ENSG00000078018
2	210635717	210636917	+	ENSG00000144406
2	210866289	210867489	+	ENSG00000197713
2	210894457	210895657	+	ENSG00000229127
2	211035907	211037107	-	ENSG00000144445
2	211035242	211036442	+	ENSG00000231294
2	211035915	211037115	-	ENSG00000263530
2	211090015	211091215	-	ENSG00000115361
2	211179714	211180914	-	ENSG00000168530
2	211188483	211189683	+	ENSG00000234281
2	211341406	211342606	+	ENSG00000021826
2	211342176	211343376	-	ENSG00000115365
2	213290884	213292084	-	ENSG00000221782
2	213403365	213404565	-	ENSG00000178568
2	213628199	213629399	-	ENSG00000221388
2	214016951	214018151	-	ENSG00000030419
2	214016694	214017894	+	ENSG00000270659
2	214148113	214149313	+	ENSG00000144451
2	214148729	214149929	-	ENSG00000196096
2	215274789	215275989	+	ENSG00000174453
2	215674228	215675428	-	ENSG00000138376
2	215673953	215675153	+	ENSG00000229267
2	215710671	215711871	+	ENSG00000207274
2	215710852	215712052	+	ENSG00000230076
2	216002951	216004151	-	ENSG00000144452
2	216166489	216167689	+	ENSG00000238663
2	216175540	216176740	+	ENSG00000138363
2	216300695	216301895	-	ENSG00000115414
2	216299976	216301176	+	ENSG00000230695
2	216743442	216744642	-	ENSG00000212055
2	216898619	216899819	-	ENSG00000118242
2	216947478	216948678	-	ENSG00000115425
2	216945589	216946789	+	ENSG00000163449
2	216971187	216972387	+	ENSG00000079246
2	217123318	217124518	+	ENSG00000231092
2	217236550	217237750	-	ENSG00000144583
2	217276137	217277337	+	ENSG00000138375
2	217277219	217278419	-	ENSG00000235042
2	217351719	217352919	-	ENSG00000241520
2	217361912	217363112	+	ENSG00000197756
2	217363284	217364484	-	ENSG00000232485
2	217471461	217472661	-	ENSG00000224391
2	217468494	217469694	+	ENSG00000225794
2	217496551	217497751	+	ENSG00000115457
2	217560048	217561248	-	ENSG00000115461
2	217558187	217559387	+	ENSG00000236886
2	217719655	217720855	-	ENSG00000231597
2	217724587	217725787	-	ENSG00000118245
2	217731735	217732935	+	ENSG00000227021
2	217732336	217733536	-	ENSG00000237479
2	217734495	217735695	+	ENSG00000223874
2	217738455	217739655	-	ENSG00000236295
2	218625814	218627014	-	ENSG00000231035
2	218621116	218622316	-	ENSG00000231672
2	218867518	218868718	-	ENSG00000079308
2	218842430	218843630	+	ENSG00000223923
2	218898683	218899883	+	ENSG00000188282
2	218989012	218990212	+	ENSG00000180871
2	219031518	219032718	-	ENSG00000163464
2	219049605	219050805	-	ENSG00000238428
2	219080817	219082017	+	ENSG00000163466
2	219134780	219135980	-	ENSG00000127837
2	219123219	219124419	+	ENSG00000179921
2	219119042	219120242	+	ENSG00000261338
2	219134115	219135315	+	ENSG00000127838
2	219157109	219158309	-	ENSG00000135926
2	219192303	219193503	+	ENSG00000238736
2	219220579	219221779	+	ENSG00000158428
2	219232358	219233558	-	ENSG00000225062
2	219222489	219223689	-	ENSG00000237281
2	219245752	219246952	+	ENSG00000018280
2	219261979	219263179	+	ENSG00000144579
2	219263742	219264942	-	ENSG00000273361
2	219266369	219267569	+	ENSG00000199121
2	219282815	219284015	+	ENSG00000127831
2	219432884	219434084	-	ENSG00000135913
2	219432303	219433503	+	ENSG00000144580
2	219453843	219455043	-	ENSG00000207393
2	219471488	219472688	+	ENSG00000115556
2	219483524	219484724	+	ENSG00000252805
2	219522487	219523687	+	ENSG00000074582
2	219524178	219525378	-	ENSG00000115568
2	219536934	219538134	-	ENSG00000163481
2	219535749	219536949	+	ENSG00000163482
2	219574568	219575768	+	ENSG00000135912
2	219696609	219697809	-	ENSG00000115592
2	219723544	219724744	+	ENSG00000115596
2	219744085	219745285	+	ENSG00000135925
2	219780809	219782009	-	ENSG00000200029
2	219795158	219796358	-	ENSG00000228135
2	219823377	219824577	+	ENSG00000171450
2	219826425	219827625	-	ENSG00000235024
2	219850179	219851379	-	ENSG00000163497
2	219857943	219859143	-	ENSG00000163499
2	219839321	219840521	+	ENSG00000236445
2	219866231	219867431	-	ENSG00000198973
2	219865937	219867137	+	ENSG00000224090
2	219906049	219907249	-	ENSG00000181378
2	219924989	219926189	-	ENSG00000163501
2	220025387	220026587	-	ENSG00000187736
2	220035349	220036549	-	ENSG00000213901
2	220042628	220043828	-	ENSG00000115649
2	220039947	220041147	+	ENSG00000144567
2	220058959	220060159	+	ENSG00000158552
2	220083512	220084712	-	ENSG00000115657
2	220094239	220095439	-	ENSG00000198925
2	220088627	220089827	-	ENSG00000221344
2	220093479	220094679	+	ENSG00000163516
2	220109177	220110377	+	ENSG00000115661
2	220110000	220111200	-	ENSG00000163521
2	220174170	220175370	-	ENSG00000054356
2	220142692	220143892	-	ENSG00000127824
2	220142989	220144189	+	ENSG00000135924
2	220158722	220159922	-	ENSG00000207647
2	220116965	220118165	+	ENSG00000243910
2	220162724	220163924	+	ENSG00000230432
2	220197699	220198899	-	ENSG00000182698
2	220282099	220283299	+	ENSG00000175084
2	220290706	220291906	-	ENSG00000234638
2	220298568	220299768	+	ENSG00000072195
2	220362589	220363789	+	ENSG00000144591
2	220362768	220363968	-	ENSG00000268603
2	220377892	220379092	+	ENSG00000072182
2	220381399	220382599	-	ENSG00000227432
2	220408309	220409509	-	ENSG00000123989
2	220436381	220437581	-	ENSG00000124006
2	220407385	220408585	+	ENSG00000188760
2	220413669	220414869	-	ENSG00000265252
2	220412180	220413380	-	ENSG00000268896
2	220432884	220434084	+	ENSG00000123999
2	220422805	220424005	+	ENSG00000269068
2	220461582	220462782	+	ENSG00000144589
2	220455506	220456706	-	ENSG00000222678
2	220491049	220492249	+	ENSG00000114923
2	220491215	220492415	-	ENSG00000228973
2	221055599	221056799	+	ENSG00000221199
2	221341613	221342813	-	ENSG00000222096
2	222384177	222385377	-	ENSG00000221432
2	222438722	222439922	-	ENSG00000116106
2	222436226	222437426	+	ENSG00000272944
2	223163515	223164715	-	ENSG00000135903
2	223161866	223163066	+	ENSG00000163081
